Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
3225,3401 105 2023 06 015 1,3401,6/15/2023,CUACA EKSTREM,KEC Samigaluh DESA Ngargosari DUSUN Tritis,KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,1,,0
3226,1112 107 2023 06 015 1,1112,6/15/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Babahrot Ds. Rukun Damai,ACEH BARAT DAYA,ACEH,Dokumentasi,Masih dalam proses penyelidikan,,,,0,,0
3227,1103 105 2023 06 015 1,1103,6/15/2023,CUACA EKSTREM,Kec. Darul Aman Gp. Trieng Gadeng     Gp. Jeungka Gajah      Gp. Buket Kulam,ACEH TIMUR,ACEH,Dokumentasi,Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang,,,,8,,0
3228,3310 107 2023 06 014 1,3310,6/14/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Ceper Desa Jombor,KLATEN,JAWA TENGAH,Dokumentasi,"WAKTU KEJADIAN Rabu, 14 Juni 2023 Pukul 14.10 WIB  LOKASI KEJADIAN Desa Jombor RT 01 RW 01 Kec. Ceper Kab. Klaten  SEBAB Pembakaran sampah yang tidak terkontrol dan cuaca panas   DAMPAK Lahan tebu seluas 3700 M 2  KERUGIAN ±185.000.000,00 (seratus delapan puluh lima juta)  UPAYA PENANGANAN BPBD melakukan asessment dan memberikan bantuan Damkar Kabupaten Klaten dibatu masyarakat sekitar lokasi kejadian melakukan pemadaman.",,,,0,,0
3229,7603 102 2023 06 014 1,7603,6/14/2023,TANAH LONGSOR,Kec. Tandukkalua,MAMASA,SULAWESI BARAT,Dokumentasi,,,,,1,,0
3230,3301 106 2023 06 014 1,3301,6/14/2023,KEKERINGAN,Kec. Kawunganten Ds. Bojong Ds. Grugu Ds. Babakan  Ds. Kawunganten Ds. Kubangkangkung Ds. Babakan Ds. Grugu Ds. Bringkeng Ds. Ujung Manik Kec. Karangpucung Ds. Karangpucung  Kec. Kampung Laut  Ds. Panikel  Kec. Patimuan Ds. Rawa Apu Ds. Bulupayung Ds. Cimrutu Ds. Sidamukti Kec.Dayeuhluhur Ds. Matenggeng Ds. Dayeuh Luhur Kec. Gandrungmangu Ds. Karang Gintung Ds. Gintung Reja Ds. Cinangsi Ds. Sidaurip Ds. Cisumur Kec. Bantarsari Ds. Bantarsari Ds. Binangun Ds. Rawa Jaya   Kec. Cipari Ds. Mulyadadi  Kec. Wanareja Ds. Madura Kec. Adipala Ds. Karang benda Kec. Kroya Ds. Mujur,CILACAP,JAWA TENGAH,Dokumentasi,●Dipicu tidak turunnya hujan beberapa lama,,,,0,,0
3231,3201 105 2023 06 014 1,3201,6/14/2023,CUACA EKSTREM,Kec.  Cibinong Kel. Pabuaran Mekar,BOGOR,JAWA BARAT,Dokumentasi,●Dipicu hujan dengan intensitas tinggi disertai angin kencang,,,,4,,0
3232,3201 102 2023 06 014 1,3201,6/14/2023,TANAH LONGSOR,Kec.  Nanggung Ds. Sukaluyu,BOGOR,JAWA BARAT,Dokumentasi,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,,,,14,,0
3233,3512 107 2023 06 014 1,3512,6/14/2023,KEBAKARAN HUTAN DAN LAHAN,Kec.  Panarukan Ds. Sumberkolak  Kec. Kendit Ds. Bugeman,SITUBONDO,JAWA TIMUR,Dokumentasi,●Masih dalam penyelidikan pihak berwajib,,,,0,,0
3234,7102 105 2023 06 013 1,7102,6/13/2023,CUACA EKSTREM,Kec. Tombariri. (Desa Tambala),MINAHASA,SULAWESI UTARA,Dokumentasi,Terjadi Angin Puting Beliung sehingga beberapa rumah warga terdampak dan beberapa tempat kuliner terdampak tersebut,,,,25,,0
3235,3201 105 2023 06 013 1,3201,6/13/2023,CUACA EKSTREM,Kec. Cijeruk Ds. Cipelang,BOGOR,JAWA BARAT,Dokumentasi,Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang,,,,1,,0
3236,1217 107 2023 06 013 1,1217,6/13/2023,KEBAKARAN HUTAN DAN LAHAN,,SAMOSIR,SUMATERA UTARA,Dokumentasi,,,,,0,,0
3237,1105 107 2023 06 013 1,1105,6/13/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Mereubo Ds.  Buloh Ds. Bukit Jaya Kec. Johan Pahlawan Ds. Lapang,ACEH BARAT,ACEH,Dokumentasi,●Masih dalam penyelidikan,,,,0,,0
3238,1104 107 2023 06 013 1,1104,6/13/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Silih Nara  Kp. Semelit Mutiara  Kp. Arul Kumer Barat  Kec. Bintang  Kp. Linung Bulen Kec. LingeKp. Kute Gelime Kec. Ketol  Kp. Bah Kec. Lut Tawar  Kp. Dedalu Kec. Pegasing Kp. Pepalang Kec. Bebesen  Kp. Bahgie (bur rintis) Kec. Kebayakan  Kp. Paya Tumpi,ACEH TENGAH,ACEH,Dokumentasi,●Masih dalam penyelidikan,,,,0,,0
3239,1117 107 2023 06 013 1,1117,6/13/2023,KEBAKARAN HUTAN DAN LAHAN,"Bukit,  Desa Tingkem",BENER MERIAH,ACEH,Dokumentasi,,,,,0,,0
3240,3325 101 2023 06 013 1,3325,6/13/2023,BANJIR,Kec. Batang Desa Denasri kulon,BATANG,JAWA TENGAH,Dokumentasi,"WAKTU KEJADIAN Selasa, 13 Juni  2023 pukul 18.00 WIB  LOKASI KEJADIAN Dk. Karangsarirejo RT 01 & RT 02/RW 04, Ds. Denasri Kulon, Kec. Batang.   SEBAB Fenomena banjir pasang naik pesisir (rob) wilayah pantai utara  DAMPAK Berdampak pada 120 rumah dengan ketinggian air ± 30cm.  UPAYA PENANGANAN BPBD Kab. Batang telah melakukan assessment ke lokasi banjir ROB dan berkoordinasi dengan pemerintah Desa/Kelurahan Air berangsur surut sekitar pukul 18.00 WIB dan Kondisi Sudah mulai normal.",,,,0,120,0
3241,3325 101 2023 06 012 1,3325,6/12/2023,BANJIR,Kec. Batang Desa Denasri kulon,BATANG,JAWA TENGAH,Dokumentasi,"WAKTU KEJADIAN Senin, 12 Juni 2023 pukul 13.00 – 17.00 WIB LOKASI KEJADIAN Dk. Karangsarirejo RT 01 / RW 02, Ds. Denasri Kulon SEBAB Pasang air laut DAMPAK Air menggenangi 120 rumah warga dengan ketinggian air ± 50 cm UPAYA PENANGANAN BPBD Kab. Batang telah melakukan assessment ke lokasi banjir ROB dan berkoordinasi dengan pemerintah Desa/Kelurahan dan kondisi saat ini wilayah yang terdampak sudah mulai surut dan aktivitas warga kembali normal.",,,,0,120,0
3242,6503 102 2023 06 012 1,6503,6/12/2023,TANAH LONGSOR,,NUNUKAN,KALIMANTAN UTARA,Dokumentasi,korban terdampak kepala keluarga an. Frans  SK.Tanggap darurat,,,,0,,0
3243,1115 107 2023 06 012 1,1115,6/12/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Darul Makmur Ds. Sumber Bakti Ds. Kaye Unoe Kec. Kuala Ds. Lawa Batu Ds. Alue Ie Mameh,NAGAN RAYA,ACEH,Dokumentasi,Masih dalam penyelidikan.,,,,0,,0
3244,6201 107 2023 06 012 1,6201,6/12/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Kumai,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,,,,,0,,0
3245,1271 105 2023 06 012 1,1271,6/12/2023,CUACA EKSTREM,Kec.  Medan Polonia Kel. Polonia Kel. Sarirejo Kel. Sukadamai Kec. Medan Maimun Kel. Sukaraja Kel. Sei Mati Kec. Medan Johor Kel. Pangkalan Mansyur Kec. Medan Selayang Kel. Selayang Padang Bulan II Kel. Sempakata Kel. Beringin,KOTA MEDAN,SUMATERA UTARA,Dokumentasi,●Dipicu hujan lebat disertai angin kencang,,,,0,,0
3246,5206 106 2023 06 012 1,5206,6/12/2023,KEKERINGAN,"Kec. Woha Ds. Samili, Kalampa, Waduwani, Dadibou, Naru, Talabiu Kec. Wawo Ds. Pesa, Ntori, Kombo, Raba Kec. Palibelo Ds. Ragi, Tolongondoa, Panda, Belo, Tonggorisa, Dore, Bre, Ntonggu, Teke, Nata, Padolo, Roi Kec. Donggo Ds. Dori Dungga, O'o, Mbawa, Mpili Kec. Soromandi Ds. Bajo. Kanata Kec. Bolo Ds. Sanolo, Rada, Tambe Kec. Madapangga Ds. Madawau, Rade, Monggo Kec. Monta Ds. Monta, Simpasai Kec. Parado Ds. Parado Rato Kec. Wera Ds. Tawali, Nunggi, Oitui Kec. Sape Ds. Bugis Kec. Langgudu Ds. Rompo Kec. Belo Ds. Runggu Roka",BIMA,NUSA TENGGARA BARAT,Dokumentasi,●Dipicu oleh berkurangnya sumber air bersih akibat musim kemarau,,,,0,,0
3247,6110 102 2023 06 012 1,6110,6/12/2023,TANAH LONGSOR,Kec.  Pinoh Utara Ds. Tengkajau,MELAWI,KALIMANTAN BARAT,Dokumentasi,●Dipicu tingginya Intensitas Curah Hujan,,,,0,,0
3248,3315 105 2023 06 012 1,3315,6/12/2023,CUACA EKSTREM,Kec.  Geyer Ds. Monggot Ds. Ngrandu,GROBOGAN,JAWA TENGAH,Dokumentasi,"●Dipicu hujan deras disertai angin puting beliung yang mengakibatkan beberapa rumah warga mengalami kerusakan, genting atap rumah beterbangan",,,,58,,0
3249,1207 105 2023 06 012 1,1207,6/12/2023,CUACA EKSTREM,Kec.  Pancur Batu Ds. Sukaraya,DELI SERDANG,SUMATERA UTARA,Dokumentasi,●Dipicu hujan disertai angin kencang,,,,7,,0
3250,1207 105 2023 06 011 1,1207,6/11/2023,CUACA EKSTREM,,DELI SERDANG,SUMATERA UTARA,Dokumentasi,,,,,19,,0
3251,3201 108 2023 06 011 1,3201,6/11/2023,GEMPABUMI,Kec. Megamendung Ds. Kuta,BOGOR,JAWA BARAT,Dokumentasi,,,,2,2,,0
3252,1106 107 2023 06 011 1,1106,6/11/2023,KEBAKARAN HUTAN DAN LAHAN,Kec.  Blang Bintang Ds. Data Makmur(Glee radar Blang Bintang),ACEH BESAR,ACEH,Dokumentasi,●pembukaan lahan,,,,0,,0
3253,1205 105 2023 06 011 1,1205,6/11/2023,CUACA EKSTREM,Kec.  Stabat  Ds. Kwala Begumit Ds. Banyumas,LANGKAT,SUMATERA UTARA,Dokumentasi,●hujan lebat disertai angin kencang,,,1,37,,1
3254,7304 105 2023 06 011 1,7304,6/11/2023,CUACA EKSTREM,Kec.  Bangkala Ds. Mallasoro,JENEPONTO,SULAWESI SELATAN,Dokumentasi,●hujan disertai angin kencang,,,,1,,0
3255,7102 105 2023 06 011 1,7102,6/11/2023,CUACA EKSTREM,Kec.  Remboken Ds. Kasuratan,MINAHASA,SULAWESI UTARA,Dokumentasi,●hujan disertai angin kencang,,,,15,,0
3256,3210 107 2023 06 011 1,3210,6/11/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Jatiwangi Ds. Sutawangi,MAJALENGKA,JAWA BARAT,Dokumentasi,,,,,0,,0
3257,1207 101 2023 06 011 1,1207,6/11/2023,BANJIR,Kec.  Sunggal Ds. Tanjung Gusta,DELI SERDANG,SUMATERA UTARA,Dokumentasi,●Dipicu hujan dengan intensitas tinggi dan drainase yang buruk,,,,0,15,0
3258,7310 105 2023 06 011 1,7310,6/11/2023,CUACA EKSTREM,KEC Liukang Tupabbiring KELURAHAN Mattiro Bintang KEC Balocci KELURAHAN Balleangin,PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,Dokumentasi,Kondisi cuaca yang tiba-tiba berubah dan mengakibatkan angin kencang,,,,3,,0
3259,3512 107 2023 06 011 1,3512,6/11/2023,KEBAKARAN HUTAN DAN LAHAN,Kec.  Banyuputih Ds. Sumberwaru,SITUBONDO,JAWA TIMUR,Dokumentasi,,,,,0,,0
3260,1207 105 2023 06 010 1,1207,6/10/2023,CUACA EKSTREM,Kec.  STM Hulu  Ds. Tiga Juhar Kec. Namorambe Ds. TAngkahan  Kec. Biru-biru Ds. Sidodadi  Candirejo,DELI SERDANG,SUMATERA UTARA,Dokumentasi,●hujan disertai angin kencang,,,2,26,,0
3261,1108 105 2023 06 010 1,1108,6/10/2023,CUACA EKSTREM,Muara Batu,ACEH UTARA,ACEH,Dokumentasi,Cuaca Ekstrem,,,,1,,0
3262,6201 107 2023 06 010 1,6201,6/10/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Kumai,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,,,,,0,,0
3263,1305 105 2023 06 010 1,1305,6/10/2023,CUACA EKSTREM,,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,,,,,2,,0
3264,8203 101 2023 06 09 1,8203,6/9/2023,BANJIR,TOBELO SELATAN,HALMAHERA UTARA,MALUKU UTARA,Dokumentasi,,,,,1,8,0
3265,6472 102 2023 06 09 1,6472,6/9/2023,TANAH LONGSOR,Kec.  Sungai Pinang  Kel. Mugerejo,KOTA SAMARINDA,KALIMANTAN TIMUR,Dokumentasi,●curah hujan dengan intensitas tinggi hingga sedang,,,,1,,0
3266,5316 102 2023 06 09 1,5316,6/9/2023,TANAH LONGSOR,Kec. Nanggaroro,NAGEKEO,NUSA TENGGARA TIMUR,Dokumentasi,"Peristiwa tanah longsor terjadi akibat curah hujan tinggi melanda wilayah Naggaroro sejak malam hingga pagi hari. Hal itu menyebabkan ruas jalan trans Flores di wilayah Fataleke, 51 Km arah Ende menuju Bajawa sempat lumpuh akibat material tanah menutupi ruas jalan tersebut. Berdasarkan laporan Tim Kaji Cepat BPBD Nagekeo kepada Pusdalops NTT, pada Jumat sore pukul 16.00 wita, peristiwa tanah longsor terjadi sepanjang kurang lebih 15 meter, lebar 9 meter dan tinggi lebih dari satu meter menutup ruas jalan itu.",,,,0,,0
3267,1207 105 2023 06 09 1,1207,6/9/2023,CUACA EKSTREM,Kec.  Sunggal  Ds.Suka Maju Ds. Sei Mencirim  Ds. Medan Krio,DELI SERDANG,SUMATERA UTARA,Dokumentasi,"●hujan disertai angin kencang yang menyebabkan beberapa rumah di desa medan krio, Desa Suka Maju dan Desa Sei Mencirim mengalami kerusakan di terpa hujan dan angin kencang",,,3,52,,0
3268,3210 107 2023 06 09 1,3210,6/9/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Sukahaji Ds. Jayi,MAJALENGKA,JAWA BARAT,Dokumentasi,,,,,0,,0
3269,6201 107 2023 06 09 1,6201,6/9/2023,KEBAKARAN HUTAN DAN LAHAN,Kec.  Kumai  Ds. Sungai Bakau,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,●Pembukaan/pembersihan lahan oleh masyarakat,,,,0,,0
3270,1217 107 2023 06 09 1,1217,6/9/2023,KEBAKARAN HUTAN DAN LAHAN,,SAMOSIR,SUMATERA UTARA,Dokumentasi,,,,,0,,0
3271,3301 106 2023 06 09 1,3301,6/9/2023,KEKERINGAN,Kec. Patimuan Ds. Rawaapu Kec. Kawunganten Ds. Bojong Ds. Kawunganten Kec. Dayeuhluhur Ds. Matenggeng,CILACAP,JAWA TENGAH,Dokumentasi,●Dipicu oleh curah hujan yang mulai berkurang / memasuki masa musim kemarau,,,,0,,0
3272,2172 107 2023 06 09 1,2172,6/9/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Tanjungpinang Kota Ds. Kampung Bugis/ JLKampung Bugis/ RT.04 RW.03,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,,,,,0,,0
3273,3206 102 2023 06 09 1,3206,6/9/2023,TANAH LONGSOR,Kec.  Karangnunggal  Ds. Cintawangi,TASIKMALAYA,JAWA BARAT,Dokumentasi,Kec.  Karangnunggal  Ds. Cintawangi,2,,2,1,,3
3274,6201 107 2023 06 08 1,6201,6/8/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Kumai,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,,,,,0,,0
3275,3402 108 2023 06 08 1,3402,6/8/2023,GEMPABUMI,"Info Gempa dirasakan Mag:6.0, 08-Jun-23 00:04:55 WIB, Lok:9.15 LS, 110.69 BT (Pusat gempa berada di laut 117 km Baratdaya Pacitan), Kedlmn:10 Km ::BMKG",BANTUL,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,3,0,,0
3276,3501 108 2023 06 08 1,3501,6/8/2023,GEMPABUMI,117 km BaratDaya PACITAN-JATIM 128 km Tenggara GUNUNGKIDUL-DIY 143 km Tenggara BANTUL-DIY 154 km Tenggara YOGYAKARTA-DIY 542 km Tenggara JAKARTA-INDONESIA,PACITAN,JAWA TIMUR,Dokumentasi,"Kekuatan          : 6.0 SR Tanggal           : 08 Juni 2023 Waktu Gempa   : 00:04:55 WIB Lintang             : 9.15 LS Bujur                : 110.69 BT Kedalaman        : 10 Km  Keterangan : Pusat Gempa berada di laut dan tidak berpotensi Tsunami (BMKG) Kondisi Terkini : Kab. Pacitan ●Gempa dirasakan cukup kuat selama ± 10 detik di wilayah Kab. Pacitan ●Sebagian masyarakat merasakan, namun keadaan masih dalam kondusif ●BPBD Kab. Pacitan melakukan monitoring & berkoordinasi dengan pihak Kecamatan maupun Kelurahan terkait dampak yang ditimbulkan dari gempa  Kab. GUNUNGKIDUL - D.I. Yogyakarta ●Gempa dirasakan cukup kuat selama ± 10 detik di wilayah Kab. GUNUNGKIDUL ●Sebagian masyarakat merasakan, namun keadaan masih dalam kondusif ●BPBD Kab. GUNUNGKIDUL melakukan monitoring & berkoordinasi dengan pihak Kecamatan maupun Kelurahan terkait dampak yang ditimbulkan dari gempa  Kab. Bantul - D.I. Yogyakarta ●Gempa dirasakan sedang / III MMI selama ± 20 detik di wilayah Kab. Bantul ●Sebagian masyarakat merasakan, namun keadaan masih dalam kondusif ●BPBD Kab. Bantul melakukan monitoring & berkoordinasi dengan pihak Kecamatan maupun Kelurahan terkait dampak yang ditimbulkan dari gempa Kab. Malang - Prov. Jawa Timur ●Gempa dirasakan lemah selama ± 3 detik di wilayah Kab. Malang ●Sebagian masyarakat merasakan, namun keadaan masih dalam kondusif ●BPBD Kab. Malang melakukan monitoring & berkoordinasi dengan pihak Kecamatan maupun Kelurahan terkait dampak yang ditimbulkan dari gempa  Kota Malang - Prov. Jawa Timur ●Gempa dirasakan lemah selama ± 20 detik di wilayah Kota Malang ●Sebagian masyarakat merasakan, namun keadaan masih dalam kondusif ●BPBD Kota Malang melakukan monitoring & berkoordinasi dengan pihak Kecamatan maupun Kelurahan terkait dampak yang ditimbulkan dari gempa",,,3,0,,0
3277,6472 102 2023 06 08 1,6472,6/8/2023,TANAH LONGSOR,Kec.  Samarinda Ilir  Kel. Sidodamai,KOTA SAMARINDA,KALIMANTAN TIMUR,Dokumentasi,"●hujan deras pada hari kamis pada pukul 14.00 WITA menyebabkan pergerakan tanah pada pukul 17.37 wita yang akhirnya menimpa salah satu rumah warga bernama rahmat di jalan damai RT 28, hingga mengalami rusak berat",,,,1,,0
3278,3201 106 2023 06 08 1,3201,6/8/2023,KEKERINGAN,Kec.  Jasinga Ds. Tegal Wangi  Ds. Sipak,BOGOR,JAWA BARAT,Dokumentasi,●Dikarenakan intensitas hujan yang menurun di wilayah tersebut sehingga mengakibatkan sumber mata air warga berkurang dan warga kesulitan memenuhi kebutuhan air bersih setiap harinya,,,,0,,0
3279,5207 106 2023 06 08 1,5207,6/8/2023,KEKERINGAN,"Kec. Poto Tano Ds. Tambak Sari, Poto Tani, Kiantar Kec. Seteluk Ds. Kelanir, Lamusung, Air Suning, Meraran Kec. Taliwang Ds. Seloto Kec. Brang Rea Ds. Sapuraga Bree, Moteng, Bangkat Monteng, Lamuntet",SUMBAWA BARAT,NUSA TENGGARA BARAT,Dokumentasi,●Dipicu oleh berkurangnya sumber air bersih akibat musim kemarau,,,,0,,0
3280,3401 108 2023 06 08 1,3401,6/8/2023,GEMPABUMI,"Info Gempa dirasakan Mag:6.0, 08-Jun-23 00:04:55 WIB, Lok:9.15 LS, 110.69 BT (Pusat gempa berada di laut 117 km Baratdaya Pacitan), Kedlmn:10 Km ::BMKG",KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,2,,0
3281,6201 107 2023 06 08 1,6201,6/8/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Kumai,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,,,,,0,,0
3282,2101 107 2023 06 08 1,2101,6/8/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Gunung kijang Ds. Kp. Plores Desa Gunung Kijang,BINTAN,KEPULAUAN RIAU,Dokumentasi,,,,,0,,0
3283,3310 107 2023 06 08 1,3310,6/8/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Bayat Desa Nengahan,KLATEN,JAWA TENGAH,Dokumentasi,"WAKTU KEJADIAN Kamis, 8 Juni 2023 Pukul 16.00 WIB. LOKASI KEJADIAN Desa Paseban, Kelurahan Nengahan, Kecamatan Bayat SEBAB Terbakar (2 anak bermain api di kebun) DAMPAK Sebagian kebun tebu terbakar UPAYA PENANGANAN • BPBD Kab. Klaten, Damkar, Babinsa, Bhabinkamtibmas, Kelurahan/Kecamatan, polsek serta instansi terkait lainnya mendatangi lokasi melakukan Assesment; • Membantu Damkar untuk pemadaman dan pembasahan di lokasi kejadian.",,,,0,,0
3284,3201 106 2023 06 07 1,3201,6/7/2023,KEKERINGAN,Kec. Jasinga Ds. Neglasari,BOGOR,JAWA BARAT,Dokumentasi,●Dipicu oleh intensitas curah hujan yang mulai berkurang / memasuki musim kemarau,,,,0,,0
3285,1610 107 2023 06 07 1,1610,6/7/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Pemulutan Barat Ds. Arisan Jaya Kec. Lubuk Keliat Ds.  Kasi Raja Kec. Muara Kuang Ds. Nagasari,OGAN ILIR,SUMATERA SELATAN,Dokumentasi,●Dalam proses penyelidikan,,,,0,,0
3286,6208 107 2023 06 07 1,6208,6/7/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Sukamara Ds. Padang,SUKAMARA,KALIMANTAN TENGAH,Dokumentasi,●Dalam proses penyelidikan,,,,0,,0
3287,3201 105 2023 06 07 1,3201,6/7/2023,CUACA EKSTREM,Kec. Caringin  Ds. Pancawati,BOGOR,JAWA BARAT,Dokumentasi,●Dipicu oleh Hujan deras yang disertai angin kencang,,,,2,,0
3288,3217 105 2023 06 07 1,3217,6/7/2023,CUACA EKSTREM,Kec. Cikalong Wetan Ds. Cipada,BANDUNG BARAT,JAWA BARAT,Dokumentasi,●Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang,,,,1,,0
3289,6301 107 2023 06 07 1,6301,6/7/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Pelaihari Ds. Tungkaran,TANAH LAUT,KALIMANTAN SELATAN,Dokumentasi,●Dalam proses penyelidikan,,,,0,,0
3290,3271 105 2023 06 07 1,3271,6/7/2023,CUACA EKSTREM,Kec. Bogor Selatan Kel. Genteng,KOTA BOGOR,JAWA BARAT,Dokumentasi,●Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang,,,,1,,0
3291,3201 106 2023 06 06 1,3201,6/6/2023,KEKERINGAN,Kec. Jasinga Ds. Curug,BOGOR,JAWA BARAT,Dokumentasi,●Dipicu oleh pergeseran ke musim kemarau,,,,0,,0
3292,7210 101 2023 06 06 1,7210,6/6/2023,BANJIR,KEC Gumbasa DESA Omu,SIGI,SULAWESI TENGAH,Dokumentasi,Intensitas hujan yang tinggi mengakibatkan  meluapnya air sungai di Desa Omu Kec. Gumbasa hingga menggenangi pemukiman warga.,,,,0,2,0
3293,3272 108 2023 06 06 1,3272,6/6/2023,GEMPABUMI,126 km Tenggara KOTA -SUKABUMI-JABAR,KOTA SUKABUMI,JAWA BARAT,Dokumentasi,Kekuatan          : 5.1 SR Tanggal           : 06-Jun-2023 Waktu Gempa       : 14:23:04 WIB Lintang           : 8.05 LS Bujur             : 107.07 BT Kedalaman         : 10 Km Keterangan :  Pusat Gempa berada di laut dan gempa ini tidak berpotensi TSUNAMI (BMKG),,,,3,,0
3294,6202 107 2023 06 06 1,6202,6/6/2023,KEBAKARAN HUTAN DAN LAHAN,KEC M.B Ketapang,KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,Dokumentasi,,,,,0,,0
3295,9671 101 2023 06 06 1,9671,6/6/2023,BANJIR,Kec. Sorong Utara Kel. Matalamagi Kec. Sorong Timur Kel. Kaldufu Kel. Klawuyuk Kec. Sorong Utara Kel. Sawagumu Kec. Sorong Manoi Kel. Klasibi Kec. Klaurung Kel. Klasaman,KOTA SORONG,PAPUA BARAT DAYA,Dokumentasi,●Dipicu oleh intensitas curah hujan yang cukup tinggi dan pasang air laut,,,,0,50,0
3296,6204 107 2023 06 06 1,6204,6/6/2023,KEBAKARAN HUTAN DAN LAHAN,KEC  Desa Kelahien,BARITO SELATAN,KALIMANTAN TENGAH,Dokumentasi,,,,,0,,0
3297,1906 107 2023 06 06 1,1906,6/6/2023,KEBAKARAN HUTAN DAN LAHAN,JL.TAMAN ABADI DUSUN RASAU DESA GANTUNG KEC.GANTUNG JL.SUDIRMAN DESA KURNIA JAYA KEC.MANGGAR,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,,,,,0,,0
3298,7314 105 2023 06 06 1,7314,6/6/2023,CUACA EKSTREM,Kec. Kulo Ds. Kulo,SIDENRENG RAPPANG,SULAWESI SELATAN,Dokumentasi,●Dipicu oleh cuaca ekstrim,,,,1,,0
3299,1377 105 2023 06 06 1,1377,6/6/2023,CUACA EKSTREM,,KOTA PARIAMAN,SUMATERA BARAT,Dokumentasi,,,,,0,,1
3300,7316 102 2023 06 06 1,7316,6/6/2023,TANAH LONGSOR,Kec.  Baraka  Ds. Pepandungan,ENREKANG,SULAWESI SELATAN,Dokumentasi,●Dampak curah hujan yang cukup tinggi,,,,0,,0
3301,1207 105 2023 06 06 1,1207,6/6/2023,CUACA EKSTREM,Kec.  Deli Tua Ds. Mekar Sari,DELI SERDANG,SUMATERA UTARA,Dokumentasi,●dipicu oleh hujan deras disertai angin kencang,,,,4,,0
3302,3203 102 2023 06 06 1,3203,6/6/2023,TANAH LONGSOR,Kec. Cijati Ds. Sukamaju Kec. Leles Ds. Purabaya Ds. Mandalawangi,CIANJUR,JAWA BARAT,Dokumentasi,,,,,3,,0
3303,1206 107 2023 06 05 1,1206,6/5/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Berastagi  Ds. Daulu,KARO,SUMATERA UTARA,Dokumentasi,●masih dalam proses penyelidikan,,,,0,,0
3304,3201 102 2023 06 05 1,3201,6/5/2023,TANAH LONGSOR,Kec. Cigudeg Ds. Cintamanik,BOGOR,JAWA BARAT,Dokumentasi,●Dipicu oleh intensitas curah hujan yang cukup tinggi,,,,1,,0
3305,1312 105 2023 06 05 1,1312,6/5/2023,CUACA EKSTREM,,PASAMAN BARAT,SUMATERA BARAT,Dokumentasi,,,,2,2,,0
3306,3276 101 2023 06 05 1,3276,6/5/2023,BANJIR,Kec. Cilodong Kel. Cilodong,KOTA DEPOK,JAWA BARAT,Dokumentasi,●Akibat intensitas hujan lebat yang menyebabkan banjir sehingga merendam beberapa Jalan Dan Longsor,,,,0,79,0
